clean_text,label
sendai,0
no one saved the dog that has been asking for help before shunami hit the sure i hope the dog made it safe,0
,0
,0
and sadly today again,0
at 32 26 there is 2 people standing in the debris,0
my heart prayers go out to the people of japan and i know many of my family and friends here in america feel the same if there s one people that can prevail i believe the japanese can you are a robust tough people,0
this isbnot the new one this happens in 2012,0
martinnilsson5295 why do you use smile mark its not fiction but the real,0
i couldn t believe seeing ppl walking to the docks the dudes in the red and green sweater wth were they thinking when there s a tsunami warning in place there s no way they made on time to safety since hell broke loose seconds after rip to everyone who lost their souls that day i couldn t the fear of not running fast enough while the water is behind me can t understand why will someone risk themselves unnecessarily is like they we re waiting for the waves to come,1
,0
the dog knows,0
that sirens horrifying,0
the poor dog trying to warn people,0
you can actually see that wave in the background get higher then it starts to break,1
2023,0
,0
expecting godzilla to come ashore,0
the 2 most horrific things i ve seen in my lifetime that caused an immense death tolls other than war are this tsunami and the 9 11 terrorist attacks i still watch them both in disbelief and i feel such shock and sadness for what those people had to endure the terror for them was unbelievable,1
watch the documentary on the boxing day tsunami it s insane,1
yum yum yum the sea probably,0
ca 20 000 ohne die disziplin schulungen warnsysteme w re die zahl weit aus h her gewesen 2004 sind ber 200 000 menschen gestorben,0
,0
usually i wouldn t comment before finishing a video but i am just 5 minutes in and all i can think about is how come since i can clearly hear the efforts of the early warning system why am i seeing several ships apparently just continuing out and about on their way,1
they are driving the boat towards the wave to try and escape before it gets bigger and reaches land,1
overly nourished entity ok i guess that makes sense i m not very familiar with tsunami survival techniques i just saw what looked like a bunch of places to dock the boat i think i would rather take my chances on land,1
i ve been thinking about the boats heading towards sea in the beginning of this video lately hopefully they all made it but guessing unlikely,0
,0
i ve never witnessed such terror as this and all this destruction those poor victims of this loss of life and everything they had such terrible tragedy,0
it s incredible because you can actually see the horizon line rise about 17 minutes into the video is the highest point amazing,0
3,0
what goes up must come down that is a known saying what about what comes forth can go back sounds dumb of me to suggest but i don t care because maybe someone can get some idea from it i m not smart and my ideas may be lame but i will still try to help with anything i can do and even if it s dumb don t make sense ideas i will still try help,0
can the force of natural gravity of purplosion that s not spelled right and i can t think of the word that means push forth anyways maybe something that gravity and the power that s pushing forth can cancel out one by the other to at least lesson that power of tsunami,1
it s hard to watch these videos and know a lot of folks lost their lives and that s such a heartbreaking scenario of any tsunami to witness let alone go through my deepest condolences to all survivors tsunami s since they are such a disasterous force of nature to way of life there needs to be more ways to combat them to divert or harness their destructive power there has got to be a way to accomplish this tsunami s are just too devastating to not try find way to come up with something you have very advanced technology for electronics and the capability of engineering feats that surpasses most someone has to come up with something to help there has just got to be a way,1
habe mir von damals viele dieser berichte angesehen ich habe aber auf keinem video tote gesehen nur autos wo das licht noch brannte wie viele menschen sind eigentlich zu schaden gekommen,0
26 40 52 45,0
,0
the perseverance in the japanese and their ability to tolerate hardship without taking it out on others is awe inspiring my heart goes out to the people of japan as they continue to rebuild,0
they still have a lot to make up for their wwii atrocities and it is astonishing how quickly you people forget but i do feel for these people,0
jbrobertson6052,0
jbrobertson6052 yeah what was pearl harbour about then,0
moi aussi les japonais et les autres pays touch s quelques ann es avant 2004 ce sont des peuples tr s courageux,0
,0
,0
did anyone else see the fisherman standing in his red gear on the cement sea wall when the water started rising as the docks below were starting to be covered i don t think he was able to get back to the boat still heartbreaking to watch,0
i wonder how many bots seen leaving the harbor actually survived their run,0
sea walls provide people with false security when breached they increase the velocity of the water increasing damage and then restricting water from receding and all of that debris flowing back out to sea that is the source of the great pacific garbage patch that us environmentalist have ben blaming us plastic manufacturers and boaters,0
,0
pelo tempo de alerta da sirene at a chegada do tsunami dava tempo dos donos dos carros estacionados ao lado da barreira terem levados as carros para um local mais seguro,1
sure like the people stay off the zoom,0
imagine the horror and grief these poor people feel seeing everything they have destroyed,1
,0
animals are still your best warning system the dog knew what was coming also see how all the birds are flying around animals have a mandate to survive and benefit by not letting emotions get in the way,1
i think this is one of those situations where if i had a boat in the harbor and was on it when the earthquake hit i d be going full out to get out of there that one boat was doing so but the others looked like they were leisurely heading out to sea it s not a normal situation where whatever maritime rules that are in place need to be respected,1
why did the tsunami go so far inland and why didn t water recede after first wave and another follow,1
13 50 the dog knew what was about to happen,0
prt simson lax alaams earthquake,1
24 43,0
ingat masih pakai hp nokia dulu dan sekarng hp android samsung lebih lengkap semuanya ngeri bencana alam,0
the caged bird and the dog knew something was happening somebody should have listened to them animals often know in advance of humans and their machines but as always they thought they knew better,0
lihat kawan kalau allah murka hanya hitungan detik sebuah negara rata dengan tanah mengerikan sekali,0
and fukushima is still radioactive and no matter what they tell you they re just dumping in the ocean,0
,0
despite all the devistation and carnage japan did not need any int aid to help them just shows how well organised they are as a country,0
ggaasddvwsdggxsaaasfhgwb,0
,0
,0
unedited 3 11,0
sorry bro,0
my heart goes out to you and your family,0
god bless all the people and family and friends,0
,0
very sorry to hear that,0
prayers for you and your family,0
,0
,0
,0
bless you and your family and everyone else affected by this,0
,0
42 22,0
what is being announced from the boat is he saying tsunami coming the boats need to speed up i heard a boat with 100 people were lost i saw boats on top of houses seeing people on those boats knowing what s coming horrible i wonder if the dog felt it coming,1
so sorry hard to watch,0
it is hard to keep the ocean out of the bay living close to the shore might not be a good thing,0
,0
,0
,0
como nos dias de no,0
if you live somewhere that it s possible to have earthquakes and your dog randomly starts barking you have already been warned by your dog,1
i couldn t believe it happened again,0
ith public c 17 000 dm,0
,0
people are stupid best to try not to take it personally they just don t get it i live in the cascadia subduction zone a mirror image to this is expected here at some point in the future and we are so much less prepared than japan i watch these to learn what to expect and be prepared as much as possible,0
,0
,0
,0
4,0
,0
cool vid,0
,0
the sea is having its revenge stop eating everything that moves ffs chinese chicken,0
that was not japanese thinking korean,0
,0
did somebody set that dog free the dog is agitated not just because he most have been on a chain plus the crowd inside that building but dogs know when an earthquake or a tsunami is coming that tsunami was 12 years ago i know but i really hope that dog survived along with the people that were inside this building the dog was barking because his 6th sense was warning him about the danger of the coming tsunami i hope they all survived,1
shalom i m speechless i have never seen this before i was working that day when the earthquake and tsunami news came on tv that japan was hit it is horrible and terrified to see so much destruction,1
,0
,0
20 00 lol look at those guys casually standing there moments before disaster,1
no jet skis,0
,0
23 00 to 28 00 is literally the single scariest thing i ve ever seen on utube by a fucking mile,0
jepang tsunami 1 rsunami tumpuan bumi langit pada ambon irian jaya australia bima denpasar jawa sumatra aceh pada wilayah indomesia seperti selama 13 tahun sampai abad tidak ketemu abad yang akan datang selama lamanya pada khatolistiwa indomesia atau laut indonssia pada laut bima laut denpasar laut jawa laut sumatra serta laut ambon laut irian jaya laut australia atau benua asitralia,1
meu deus que triste,0
,0
14 40 10,0
de que se rien esos japoneses deben estar borrachos,0
it literally took seconds to destroy all those houses,1
80,0
go sit in a dark room i m sure it will all go away for you and you ll feel much better in time in other words grow up mate,0
no words can carry the sense of this event i can only imagine the anxiety building in the photographer of this video as they watch this monster develop in to something far far worse than they likely anticipated,0
30,0
it was godzilla,0
nel b neb jde o ivoty no,0
,0
,0
where is the tsunami warning,1
pobre gente en minutos lo perdieron todo,0
it was engineered man mad said some japanese people,0
like the boxing day tsunami also,1
payback 4 1945,0
climate change is here keep eating meat,0
yes stop eating meat and end earthquakes you are so smart,1
why are lots of boats going out to sea,0
its safer than shallow waters the further out you go the better,0
the japanese are an incredibly strong people to bounce back from something this powerful and destructive rest in peace to those who lost their lives we haven t forgot around the world,0
,0
yes,0
https youtu be hkkfygdufig,0
godzilla is angry,0
dummy photo person be still,0
dummy youtube person shut up,0
so stressful to me to see those people walking around when the sirens are going off and you can see the wave coming how many lives were lost because someone wanted to go see the tsumi coming,1
der der film hat null plan ich bekomme kopfschmerzen beim zuschauen,0
was erwartest du 4k das video ist 10 jahre alt,0
este cara t sem rumo com este pacote deve ser dinheiro vejam qu as guas baicharam ele teria oportunidade de sair dali e subir o barranco mas t desnorteado com o pacote a tem coisa em guanto muitos est o se debatendo para sobreviver ele noa sabe onde ir fica por ali mesmo por qu j vi o que t sendo filmado isso n o t normal tem qu ver o qu tem nesse pacote tipo morre mas n o larga o osso t muito estranho este cara,0
kuasa tuhan tdk ada yg bisa menghalangi walau telah di bentengi dg beton pemecah ombak manusia sekedar berusaha meminimalkan hal akan menimpa peristiwa ini hal yg nyata jika bisa mengambil hikmahnya dan mempelajarinya,0
le chien aboie il essaie de pr venir c est vident un 6 me sens animal,0
holy crap i cant even imagine the terror and helpless thoughts going through your head i heard the dog i d probably just go and cuddle my dog and hope for the best this is terrifying,0
i can t believe some people stayed in their homes instead of going to higher ground,0
said it at the timez and i ll say it again there s not a single country which could have would have handled this devastation better,0
beautiful,0
yes meltdown so beautiful like the meltdown in your boxer,0
1 02 36 c est effrayant et terrible le monstre de tsunami a tout englouti un film d horreur toutes mes pens es m me tant d ann es apr s vers ces gens il n y a pas de mots pour qualifier un tel d sastre et tout ce qui suit apr s je compatis pour toute cette d tresse du courage m me apr s tant de temps,1
,0
,0
please stay off the zoom,0
please stay off the zoom,0
this is my first time seeing this there was no way for them to possibly anticipate the horror that was approaching what city or prefecture was this i send my wishes for healing and hope,0
gentle storms earthquake are a blessing from allah the almighty creator for mankind instead of wrath as a warning to approach him according to his chosen religion islam and where he completely destroyed ad thamud lut pharaoh nimrud saddad as a final punishment,1
i will always wonder if the two people by the boats who waited on the edge of the seawall one in a green coat and the other in a red coat made it out alive,0
rain https m youtube com watch v e6 du5cttfq,0
the dog knows it s coming,0
i have no worries no one will publish your video lol,0
shut up the dog calm him down,0
you need courage to photograph devastation,0
is there an instruction for all boats to go towards the ocean incase of a tsunami,1
not instruction but if the wave is coming and you know you can t get away fast enough by docking running to your car and then out running the wave the boat is your best bet the destruction caused by the wave is basically all from it hitting land so your best chance is turning your boat pray and hit the gas straight to the wave,1
gosto de ver n o pelo desastre por ser um fen meno da natureza um aviso para criar se a preven o valeu abra o,0
japan tsunami atmospheric video,1
i think thats a church building of front on you its miracle no hit no damage,0
ng v y khi c m th y cs bu n t h y xem l i vd n y qu tr ng h n cs hi n t i c a m nh b n nh,0
i watch every one of these videos because it puts life into perspective how japan came back from this is outstanding it is the most horrifying thing to witness their organisation and warning systems saved millions of lives watch the paulo indonesia tsunami videos as well mortifying as well those poor people,1
who s the dumb s standing on that wall no wonder so many people die you just stand there looking like an idiot knowing what s coming you people trying to japan must be stupid,0
that wall was supposed to have been more than enough to protect them from the biggest tsunamis they ve had historically this one was just more than they previously thought possible,1
omg,0
ohhh cuid,0
was that the water coming in in the distance,0
,0
read more https www foxnews com us one largest earthquakes ever recorded strikes off coast russia more top headlines,1
,0
does long beach or santa monica have that horn,0
o mankind fear your lord indeed the convulsion of the final hour is a terrible thing on the day you see it every nursing mother will be distracted from that child she was nursing and every pregnant woman will abort her pregnancy and you will see the people appearing intoxicated while they are not intoxicated but the punishment of allah is severe and of the people is he who disputes about allah without knowledge and follows every rebellious devil it has been decreed for every devil that whoever turns to him he will misguide him and will lead him to the punishment of the blaze quran 22 1 2 3 4,0
the question is why earthquakes exist the natural answer is because of the ring of fire then why the ring of fire existed why the best creator made the earth imperfect i didn t see other explanation beside the remembrance of the final hour,1
success takes time never give up,0
its a false alarm before the big one,0
first ozzy osbourne s concert in the underworld and look what we got,0
its harp,0
repent and follow jesus christ before its too late jesus christ is the only hope,0
coming soon many ai fakes of the tsunamis know how to tell the difference,1
in last week people said we will have big tsunami will come to west coast in reality there is no harmful just small tsunami and weakened people are so embarrassed for believing that,1
i live in tracy and heard the tsunami sirens going off at 4 15 am this morning it s tragic,1
nothing happened,0
well atleast they got alerted,0
so there s no epstein list right trump s off the hook along with all the other unnamed pedos,0
nice story now release the files,0
very thankful when i got up this morning that i wasn t looking at reports of damage to the west coast hawaii and alaska,0
my toes got wet at low tide this morning,0
somebody ask pam bondi where she put those epstein binders,0
welcome,0
how about oprah let s talk about her lack of assistance during this potentially dangerous event,1
keep up the publicity abc the files must be released,0
fox covered this like there was a massive tsunami happening it really shows how they re just sensationalist news fake chasing clicks reactions and attention,1
crazy thing about japanese captains is the second they hear tsunami sirens they drop everything run to their boats and go full speed towards the wave even a giant tsunami is little more than a speed bump if you encounter it in deep waters it s when you get close to shore shallow water that the waves become massive in hight and crest if your boat is at dock it ll be obliterated next to norwegians the japanese are some of the best mariners on the planet,1
warning icbm incohnevermind,1
the only damage was that in the north there was three huge whales that couldn t get away,0
so california didn t get wiped out dam that sucks,0
it s a massive nothing burger,0
the good lord is telling putin to knock it off learn how to get along we need peace in this world,0
we will put some of these up on the thumbnail the horns in order to listen to things,0
im hoping for a 100ft wave these 3 5 feet is boring,1
who can be blamed for this dems trump putin come on fox can t have a story without blaming someone so who is it,0
about to hit da beach now,0
i didn t expect to love this as much as i do,0
i don t know why they sent out a warning it was an advisory but it wasn t an official warning they should have been clear about that,1
bro plz don t hit los angeles,0
russia got tsunami bombs they said it this should be a act of,1
i m sure california will be fine they have a governor prepared for situations like this i m mean californians protect yourselves don t wait for newscum to assist,0
distraction at its finest,0
media doing what they do best fear mongering for views worst part is the idiot said he didnt know how fast a tsunami traveled the threat was over a long time ago,1
i don t understand this this is like the biggest earthquake you can have and we don t get and nothing happened i m pretty sure i ve seen documentaries saying we would be so fkd 9 is like nightmare max,1
to much hype i saw online comments where people were scared ridiculous it s purposeful fear mongering,0
has anyone noticed that they never give a date to these emergencies so you can play this clip whenever you wish yesterday tomorrow next year,0
yay,0
a tsunami is what they call a tidal wave coming from japan it s a tidal wave that s what japan calls it it was no bigger than sitting on a board waiting for the 9th wave,1
isn t there a large ledge of lava on hawaii that could cause a tsunami if it breaks off,1
as predicted by the bible earthquakes in different places friends i have a new video for you on the four horsemen of the apocalypse go to papa joe fortner or shockwaves of the end times thank you and god bless you,1
when the mystic falls flood happened people were livid that there was no warning but when we are warned people get upset that nothing happened and people say slow news day this situation just proved that people are never happy no matter what i have human fatigue,1
tsunami was caused by nuclear bomb,1
sure it was an earthquake or russia testing a new bomb,1
exaggeration again,0
waiting for fox to tell me how it s obama fault,0
5 foot waves thats not that big hell find a surfer they will tell you the same thing,1
yea yea yea what are distracting us from,0
los gringos siempre exagerando,0
the earth is healing itself,0
so no big waves awesome,1
this is just the being keep starting car boat truck farmers tractors semis co2 ch4 human race well and has destroyed the earth and atmosphere we are not the smartest but the dumbest thing s to ever walk the earth,1
oh look whos warning actualy system works you can learn somethingtexas,1
imagine a 1700ft wave coming at you at 500mph,1
trump oh thank god something not epstein related,0
i can t wait to hear from the leftists on how this was trump s fault and how this tsunami alert is a kin to white supremacy,1
californi,0
i ve have the power the secret to man s red fire bic,0
we don t know for sure if this earthquake was a man made by putin setting off underground explosions or natural putin could set this off knowing that intense ones could set off tsunami waves would challenge geologists in mean time west coast folks gavin type could declare a state if emergency for federal funding,1
your never gonna make that money back guys trespassing on my land chinese dynasty west coast america,0
what about the epstein files,0
may god protect those who serve and love him dearly and genuinely i can t help but think with all of this controlled weather are they trying to wipe out locals and natives in hawaii mmmm interestinggggggg,0
trump flew on epsteins plane many times was there always a child waiting on board,0
who else is here before this blows up,0
after i die 12 25 30 there is a storm on record after i die jesus bethlehem,0
end of days,0
5 6 feet waves that s nothing bruh,1
,0
you used old footage,0
looks like they just waved it off,1
nothing happens in california but wild fires and homeless,1
now putin give you warning dear americans,1
nothing happened,0
tell that to russia,0
i m in san diego i m not worried,0
yeah it s all over y all can stop manufacturing drama now,0
says the uneducated youtube troll,0
m g t o w no wife happy life,0
the ring of fire beautiful but it likes to rumble from time to time living in it and hearing news of places registering damages and even loss of lives due to a 4 7 is at the same time ironic to us but also we understand their pain and loss but anything above 8 is still an event in the ring,0
,0
fox using science when its convenient this time to deflect from their king s pdf phelia,0
stay safe everyone thank you bill for the news,0
fake news,0
oh god i hope the people on wake island and midway are okay,0
so another be scared we are the news thats why i hate the news,0
when it hits the continent thats when it does the most damage theres no place esle to go,0
we have satellites that measure sea height and why is it that gov green is mia again,0
fake news california has had tsunami alerts coming out of the wazoo for years yet nothing happens just sayin,1
in the bible in the book of matthew chapter 24 jesus speaks of the future and mentions all these things please accept jesus in your heart now before it s too late,0
trumps fault,0
you saying it s the same as a storm shows your lack of understanding do your homework before you report,0
in hawaii here we do know when it s going to hit,0
boy dat called wolf please call them watches unless ya know its bad sayn warning head for da hills then nothing happens people gone stop paying attention my local news and even phone told me to get into basement or bathtub cause tornado was ripping house beside me apart the sun was out never even seen a rain cloud get it together and have 3 levelband do not use warning till damage really happening,1
fox viewers believe the earth is flat this must have been jard to explain,0
trump is gonna blame biden for this,0
tds is real get help,0
oprah and the rock are asking for your support,0
silicon valley people are brave why are they running for cover they are the innovators,0
where the epstein files,0
praise god almighty for his wonderful works god is definitely visiting these wicked heathens,0
this vicious joy you get from chaos demonstrates the vaunted goodness of people like you who conceal their true nature and exploit faith religion to justify it dare i say that s tantamount to blasphemy anyone that finds joy in disasters like this is touched in the head or simply evil which one are you,1
the entire ocean column lifted and traveling 50mph is why those signs with the arrow to run uphill have always cracked me up smh i m so happy it ended up not being destructive,1
that siren warning people wont be there next week trump killed the provision for tsunami warning for the united states considering it too wasteful and expensive claiming wealthy people will know when to run anyone else isnt our problem,1
so where is tsunami,1
i didn t even get a phone alert,0
like i said trump will see i did not lie keep pushing low income to corner god got more to come,0
cali needs some water anyway,0
but sec cosplay said there s nothing to worry about,0
another opportunity to thank god for his gracious mercy and kindness we cannot take anything for granted in these times,0
so you re saying he wasn t kind when big stuff happens what a jerk,0
where was his mercy and kindness in 2004 when a tsunami killed more than 200 000 people,1
seriously where was god during the texas flooding that killed so many children,1
copernicuscraters you cant reason with them,0
copernicuscraters genesis 6 3 talks about how god s spirit will not always strive with man,0
can we not call it a tsunami no more asian hate can we call it a tidal wave,1
nice plants,0
the tsunami was programmed by the heritage foundation using christian space lasers to decimate what they call the far alt left radical unhinged crazy communist socialist state of california you know the state that pays for basic services for like three entire red states,1
so california pays for services for other states how does that work like how the nba pays for the wnba your favorite sport,0
robinly my favorite sport are you attacking like an immature 5 yr old,0
robinly you re trying to tell me you don t know that california is a massive tax donor state the likes of which several red states feed off of every single day is that what you re trying to tell me,0
robinly my favorite sport what is that some ridiculously immature attack on the wnba how old are you,0
robinly you re honestly trying to tell me that you don t know how that works do you know how many services the government provides every state every single day the problem is the absolutely broke red states take way more of my tax money than i get back because i m also in a donor state because it s blue educated and has a shred of common sense when it comes to running an economy so don t sit there and take immature jabs at me about sports teams when that road project down the street in rural alabama or louisiana or mississippi they got from me in a blue state paying in more than almost every red state remember that and if you re in a red state you should be thanking us blue state residents for what we do for you every single day time to woke all the way up you re welcome the fact is that blue states have taken care of the south the bread basket and dixieland for decades because republicans have never in a million years known anything about running an economy ever,0
teejay6063 please don t call it a tsunami can we call it something racially neutral like a tidal wave c mon man,1
robinly great idea if the word tsunami offends people you change the name it s just basic consideration respect empathy decency foresight just simple foundational basic human qualities everyone should ve been taught by their parents,1
teejay6063 do you actually think you re a good person,0
jesus is lord people pay attention,0
the biggest tsunami in usa is epstein files people hope more the people involved deny more news will came out,1
newsome will blame this on trump,0
the alaska earthquake in 1964 was 9 7 magnitude and took all of the water out of the bay and when the water came back into the bay at cordova and valdez it sent the boats way up the hill above the town and tore up most of the buildings in anchorage part of 3rd ave fell about 10 feet the earthquake proof building had the huge i beams made into pretzels the coastal areas raise 10 feet in some places and fell up to 10 feet in places the riptide in the cook inlet went from 10 to 12 foot to an average of 3 feet parts of anchorage also had thegroundopening up for a few minutes and then close back up several lives were loose because of that one area the ground came up in spirals one came up spiraling under a man driving his car and he ended up on top of it,1
ok i ll bite but it s just another nothing burger tv news for clicks story,0
release the epstein files,0
lol nothing happened big waves and cloudy so much fake news,1
so russia has figured out how to trigger an earthquake and tsunami that would strike the u s,1
god warns that even his patience has its limits,0
lol,0
went to sleep not knowing why f ing go to sleep until you know,0
there s an interview of a man that was out fishing in alaska when the big tsunami happened his and his son in a boat survived when the power of it changed the waterline of that lake forever it was an interesting interview and documentary,1
just like russia to start more problems like this,0
president trump managed the biggest tsunami with no casualties this shows his leadership and how he is far better than any democrats and liberals greatest leader of all time,1
still may be many aftershock for days,0
please i hope russians are ok i m american and live on the coast of nor cal but i don t pray for people to hurt regardless of where they live,0
i live on the beach in san diego we good,0
the fact that they need to explain what a tsunami is makes me realize how many dumb uninformed individuals there are in this country i believe they call themselves liberals,1
surfers are like meh,0
thank god,0
its fake news dont trust the news even if its a weather warning its fake news,1
what about the ships in the pacific,0
it s the safest place to be you ll have just a small wave there because of the depth the wave gets larger closer to land,1
russia did this to get back at ukraine makes you wonder,0
there was no tsunami it was ridiculous how inaccurate everybody was,1
am just waiting to see they laughed at texas,0
where those epstein files though,0
end times you guys,0
we all rip,0
well crap another sky is falling false alarm here i had glorious hopes that the left coast would be swept free of lefturds sidewalk would be clean again homeless druggies would be gone demonrats sucked out to sea for shark snacks damnit,1
trump sucks,0
people won t even surf small waves like like hit hawaii west coast you re too small this is all to do about nothing,1
russia needs to pay for this,0
weird it was like a joke,0
2 miles from a nuclear submarine base coincidence,1
little late people this is over,0
sounds like russia is creating or trying to create chaos for american coastal lands,0
i just watched a video of a guy predicting an earthquake along that plate apparently there have been series of earthquakes starting down below new zealand moving upwards towards russian and alaska,1
no matter what money is to be made by somebody que the i survived the 2025 tsunami t shirts,1
god just sent a warning,1
how many miles away not to mention tides and currents across such a distance,0
whew visiting oahu during christmas this year thank god they didn t suffer any damage,0
if they didn t know how bad it was going to be i believe i would have left to higher ground,0
is that the truth because fox has a problem with truth,0
momma can t swim,0
prez pedal file,0
warning advisory but no tsunami by now decoy hmm,1
better safe than sorry i m on the big island and would rather err on the side of caution,0
scream and shout run about,0
nothing burger here in hawaii media hype is the only tsunami,0
fake news to distract from eptein files,0
repent get saved now accept jesus christ as your lord and savior these are the birth pains read matthew 24 chapter rapture can happen at any moment don t be left behind,0
shhhhhhhudup lol,0
there was a bigger wave in my coffee this morning so much for educated scientists,1
a lot of disappointed surfers,0
if it didn t do anything to japan how s anyone else worried,0
the exaggerated animation of newscasters these days is really tiresome it minimizes any trust we have in their accuracy hype is overrated,0
nuc testing,0
i was expecting 15 or 20 foot waves not some tiny 5 foot waves,1
trying to scare the out of people,0
thank god of answering our prayers,0
breaking news warning,1
more are for sure coming,0
what a warning to russia to stop the war we are all in the same boat per se the earth stop rocking the boat russia is still having earthquakes lots of them,1
trump r children,0
can i surf today,0
that s like a king tide here in florida 4 8 ft,0
california is going to go out into the ocean eventually,0
i saw bodi out there catching the ultimate wave long live the swayze,1
so california isn t going to fall in the pacific,0
all clear release the epstein files,0
we d have to storm the capital for them to release the files,0
fox fake news i don t believe in your news,0
siren head,0
nothing burger this time,0
gotta be all because if climate change cnn and the rest will be telling us these earthquakes are gonna be more often and worse due to climate change and the useful idiots will buy it,1
bit late with this warning earthquake was yesterday,1
tomorrow s cnn headline trump and putin collude to create earthquake off russian coast greta thunberg on location,1
trump will blame obama or biden,0
what does this have to do with epstein,0
sad the locals could not use oprahs road to get to high ground instead had to travel coastal roads sad zuckerberg just purchased many more acres of land,0
well the way i see it it s better to be warned without it happening than to have it happen without being warned,0
the opposite can happen too in the midwest it s not uncommon to see people ignore tornado alarms due to the frequency of hearing them it s like the boy who cried wolf,0
early warning systems are so important lets actually fund them,1
if we were going to have a tsunami it would ve hit by now stand down,1
good test of our system safty first america has to be prepared at all times to deal with anything and every threat to even include from mother earth herself,0
even russia s weather is invading,0
governor josh green is incompetent the government agencies that have satellites which measure sea height are nasa the national oceanographic and atmospheric administration noaa and the united states geological survey usgs there was almost no impact to hawaii and in fact this still has not been published why no news about the damages because there wasn t any although this has yet to be confirmed in any respect the entire chain of islands was thrown into an evacuation panic gridlocks all over car accidents i even saw a police vehicle that had been in a crash and for what zero information no heights of the waves no impact times there are 8 major islands spread across 1500 miles and no one on any of the islands had any information about estimated impact times on any of the islands there was and still is zero information people got into car accidents and were injured because of this media driven debacle someone needs to lose their job for not consulting with the government agencies who have sea height measuring satellites and lets not forget the false hawaii nuclear icbm january 13 2018 attack ige was on watch for that and did nothing to prevent future mistakes,1
and the democrats will somehow blame trump for the tsunami,1
better safe than sorry use those tsunami sirens,1
fake,0
cnn white man threatening hawaii stay tuned,0
off the coast of russia sounds like an attack from russia from detonating a large bomb h bomb under sea to cause a tsunami on the us coast,1
praying for all my fellow americans on the west coast,0
and everywhere,0
jesus returns soon,0
even maga wouldn t send their children to mar a lago,0
so was that the ebs,0
further evidence of climate change and we must go back to covid locked down problem solved,0
yes,0
no video of the wave arriving,1
that s because there was no wave,1
let s see how fox news will make this the blue states fault any guesses,0
people need to start paying attention mr trump is pissed off we control weather if you keep pushing the epstein files on trump he will do anything to cause a distraction just wait,0
roughrider s baby,0
california can not catch a break,0
jesus christ is my lord and my savior amen,0
this was intentional by russia,0
details are it petered out back to life,0
faux news giving their audience something to cheer about,0
nobody cares,0
thank you lord,0
trump,0
long island would be a memory and there s no where or time to run inland oh well maybe conspiracies will be future fact,0
what about the epstein files,0
shhh mamdani is on tv talking about his communist views he is even talk about floyd your party,0
this is from the biden administration right guys,0
where can people on an island go to escape,0
higher ground,0
opossumsrawesome6860 didn t think about that,0
have the dems and their voters blame president trump yet by claiming collusion with russia,0
don t say that you were not warned earth first,0
scary,0
g glorify o our p p dophile,0
dont lose focus people release the files don t protect the philes,0
jeffery trumpstien,0
just read some comments and i don t need to scroll in internet anymore about this topic,0
the bells work today not when they shot laser down and scorched everything,0
now the epstein files,0
it will be putin playing with his new toys,0
a tsunami isn t just one wave it can go on for many hours with many waves for those who don t understand and they can go far inland,1
you re asking fox news fans if they understand things,0
octopods1822 troll,0
so this was like the y2k scare thank goodness,0
that s beyond rude,0
putin finally declared war on america,0
next on the view we discuss how republican policies are causing earthquakes and tsunamis,1
fu fox,0
hawaii can t catch a break,0
i didn t go to bed last night because of this slept around 6 7am and got back up i m on high alert in case anything else happens but gonna rest now that everyone is awake army veteran still watching over we call it night watch,0
you can never be too careful,0
thank you vet,0
in case of fire tsunami alarm,1
,0
huge waves here in montana absolute devastation and destruction just like the russia collusion story all b s,1
grow up timothy,0
the immigrant lord is mad and many better change their ways and states in the bible about earthquakes,1
russia was probably testing nukes underground,0
absolutely not not everything is russia and donald trump s fault no matter how badly your side wants to make that the case,0
jessejive117 that s would a pro russian would say,0
there are also ways to manipulate weather seismic activity as soon as i heard russia i assumed it was manufactured,0
tmc4988 no that s what a normal sane human would say,0
mg coin17 okayyyyy,0
dude this area of the planet was always like this always,0
barricudabruce we are not that all mighty,0
let s not forget that hector is running 3 honda civics with spoon engines,0
thank you god for your protection mercy we don t deserve so grateful,0
stop spreading misinformation,0
2011 tsunami where 20 000 people died crickets,1
why does god allow tsunami s to happen,1
you re lost,0
god teasing fr,0
do not listen to ice barbie after disaster strikes she will show up empty handed sincerely texas,1
nothing happened again people going to ignore the warnings,1
yep gotta keep that 12 golden gate toll going,0
it already passed literally nothing happened lol fake news,0
ok so are we placing bets on how long until they blame trump for this,0
keep trashing the planet foxnews,0
oprah zuckerberg and their friends are rubbing their hands together waiting for more cleared out land,0
prayers work thank you lord,0
gods pissed yall are so evil,0
nothing happened to us lmao stop the cap we appreciate the warning,1
let s ban earthquakes,1
cnn the tsunami was possibly white,1
fox news the tsunami was mexican or black,1
msnbc tsunami is on the list,1
pyramidheadchris never heard fox say anything like that but cnn did,0
why is every fox news viewer an unabashed ra ist,0
opossumsrawesome6860 keep telling yourself that,0
link to the footage,0
cnn really wanted him to be white disgusting reporting,0
so true,0
jaymeister587 r2e google,0
red hats pea dough files release the trumpstein files pee doughs,0
no rest for the wicked,0
so it ezx a nothing burger then rather safe tham sorry,0
i bet surfers took advantage of those 3 footers,0
boy you are not the sharpest tool in the shed,0
and there was a great earthquake since not since humans were on the earth so mighty an earthquake and so great matthew 24,1
1700 feet is the scariest thing i ve ever heard,0
my mind is blown right now,0
